epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
23,386.318,0.07151,0.88023,0.87561,0.5868,0.638,0.67567,0.67567,0.13104,1.03621,0.32316,0.0002822,0.0002822,0.0002822
24,402.532,0.06826,0.88832,0.87753,0.62104,0.63142,0.70547,0.70354,0.11846,1.02376,0.31074,0.0002723,0.0002723,0.0002723
25,420.569,0.07161,0.85835,0.88043,0.58035,0.59071,0.6826,0.6826,0.10004,1.01764,0.30009,0.0002624,0.0002624,0.0002624
26,436.428,0.07163,0.84188,0.87591,0.60288,0.68728,0.70422,0.69718,0.12183,1.07534,0.31057,0.0002525,0.0002525,0.0002525
27,452.915,0.07089,0.84334,0.88633,0.58314,0.66393,0.70401,0.70215,0.11303,1.11346,0.30772,0.0002426,0.0002426,0.0002426
28,469.682,0.06713,0.85107,0.88247,0.59496,0.6149,0.65245,0.65085,0.11886,1.04939,0.31186,0.0002327,0.0002327,0.0002327
29,485.95,0.06639,0.81005,0.8691,0.52304,0.71031,0.64961,0.64824,0.12888,1.00229,0.31954,0.0002228,0.0002228,0.0002228
30,502.464,0.06791,0.84603,0.86796,0.59214,0.61167,0.64384,0.64384,0.10759,1.04349,0.30694,0.0002129,0.0002129,0.0002129
31,518.971,0.06161,0.77446,0.87361,0.60402,0.66376,0.67478,0.66908,0.10981,1.04024,0.30538,0.000203,0.000203,0.000203
32,535.147,0.06261,0.77993,0.88214,0.54874,0.67486,0.68844,0.67324,0.12854,1.08528,0.31579,0.0001931,0.0001931,0.0001931
33,551.487,0.06747,0.78544,0.87918,0.5659,0.68851,0.7019,0.69698,0.11399,0.9638,0.30469,0.0001832,0.0001832,0.0001832
34,567.795,0.06288,0.77051,0.87073,0.54953,0.67046,0.66108,0.66108,0.1074,1.09757,0.30012,0.0001733,0.0001733,0.0001733
35,583.891,0.06348,0.77951,0.87619,0.51932,0.65935,0.61151,0.60607,0.13145,1.15098,0.32464,0.0001634,0.0001634,0.0001634
36,600.134,0.05856,0.73201,0.87363,0.53714,0.61907,0.68413,0.67382,0.1392,1.04845,0.35714,0.0001535,0.0001535,0.0001535
37,616.553,0.0645,0.77882,0.87636,0.61709,0.57377,0.66482,0.65523,0.11885,1.00746,0.32101,0.0001436,0.0001436,0.0001436
38,632.363,0.05797,0.74851,0.87823,0.64216,0.60753,0.68407,0.6809,0.09322,1.00207,0.2939,0.0001337,0.0001337,0.0001337
39,648.873,0.05979,0.77828,0.87294,0.72262,0.6021,0.71934,0.71326,0.09913,0.97548,0.30023,0.0001238,0.0001238,0.0001238
40,667.528,0.05728,0.74527,0.87595,0.70132,0.55415,0.72347,0.71655,0.10682,0.99943,0.30666,0.0001139,0.0001139,0.0001139
41,687.922,0.07778,0.8464,0.89134,0.53293,0.65973,0.65568,0.65359,0.09,1.16833,0.28643,0.000104,0.000104,0.000104
42,703.779,0.06258,0.613,0.86856,0.49012,0.70064,0.62323,0.62141,0.09074,1.34096,0.28655,9.41e-05,9.41e-05,9.41e-05
43,719.129,0.06621,0.58978,0.86823,0.51589,0.67134,0.62376,0.62043,0.10249,1.28194,0.29625,8.42e-05,8.42e-05,8.42e-05
44,733.984,0.05788,0.53876,0.86509,0.60062,0.58045,0.63582,0.6299,0.09863,1.18258,0.29601,7.43e-05,7.43e-05,7.43e-05
45,749.545,0.04818,0.52144,0.85574,0.60035,0.56615,0.66861,0.66509,0.09247,1.09289,0.28915,6.44e-05,6.44e-05,6.44e-05
46,765.216,0.04536,0.54281,0.85788,0.56569,0.5898,0.65569,0.65157,0.09848,1.05053,0.29472,5.45e-05,5.45e-05,5.45e-05
47,779.902,0.04826,0.48032,0.86357,0.52381,0.63873,0.64771,0.64414,0.10138,1.0267,0.29874,4.46e-05,4.46e-05,4.46e-05
48,795.589,0.04457,0.53647,0.85703,0.47725,0.79357,0.66389,0.66154,0.09969,1.05775,0.29766,3.47e-05,3.47e-05,3.47e-05
49,810.668,0.04426,0.54936,0.84817,0.44595,0.83462,0.65878,0.6571,0.09533,1.08081,0.29336,2.48e-05,2.48e-05,2.48e-05
50,826.289,0.04206,0.51011,0.85357,0.62209,0.58608,0.6589,0.65706,0.09332,1.08138,0.29112,1.49e-05,1.49e-05,1.49e-05
