epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
25,459.315,0.1086,0.40642,0.899,0.61044,0.67091,0.69091,0.68994,0.16738,1.78878,0.40722,0.0002624,0.0002624,0.0002624
26,477.204,0.10437,0.40946,0.89256,0.58815,0.70951,0.6913,0.68879,0.16126,1.81914,0.40098,0.0002525,0.0002525,0.0002525
27,495.901,0.11017,0.37067,0.89649,0.56884,0.76333,0.68896,0.68588,0.17504,1.94861,0.40942,0.0002426,0.0002426,0.0002426
28,513.241,0.10589,0.3825,0.88921,0.64546,0.65337,0.71914,0.7143,0.20278,1.56394,0.43097,0.0002327,0.0002327,0.0002327
29,532.907,0.10793,0.40689,0.89005,0.54275,0.78754,0.69223,0.68821,0.15574,1.74011,0.39718,0.0002228,0.0002228,0.0002228
30,550.811,0.10286,0.33672,0.89703,0.64824,0.64305,0.68896,0.6844,0.16108,1.66494,0.3994,0.0002129,0.0002129,0.0002129
31,569.437,0.10452,0.30759,0.89034,0.68735,0.57713,0.68629,0.68587,0.1631,1.60782,0.40088,0.000203,0.000203,0.000203
32,587.505,0.0986,0.29307,0.8838,0.67765,0.52177,0.64954,0.64954,0.14672,1.79046,0.38251,0.0001931,0.0001931,0.0001931
33,604.993,0.0972,0.31361,0.90367,0.58118,0.75494,0.66286,0.66286,0.14407,1.86532,0.38111,0.0001832,0.0001832,0.0001832
34,623.202,0.09517,0.26425,0.88279,0.68032,0.76784,0.70174,0.70174,0.15048,1.53637,0.38146,0.0001733,0.0001733,0.0001733
35,641.832,0.10217,0.2798,0.88852,0.6924,0.7227,0.72633,0.72633,0.15043,1.54089,0.38905,0.0001634,0.0001634,0.0001634
36,662.037,0.09782,0.25617,0.88604,0.71719,0.64157,0.71478,0.71478,0.15494,1.68822,0.38707,0.0001535,0.0001535,0.0001535
37,679.639,0.09966,0.29211,0.88123,0.64227,0.71234,0.7636,0.75972,0.12868,1.52338,0.37603,0.0001436,0.0001436,0.0001436
38,699.304,0.09501,0.27845,0.88716,0.58782,0.77625,0.74435,0.74025,0.14985,1.66434,0.40016,0.0001337,0.0001337,0.0001337
39,718.563,0.09394,0.27494,0.88199,0.70474,0.67246,0.70495,0.70136,0.13805,1.52336,0.38845,0.0001238,0.0001238,0.0001238
40,737.039,0.09387,0.21457,0.88932,0.6363,0.71851,0.73047,0.72975,0.15035,1.64511,0.39216,0.0001139,0.0001139,0.0001139
41,758.941,0.08718,0.27441,0.89173,0.58271,0.77789,0.67225,0.67176,0.13195,1.78173,0.37647,0.000104,0.000104,0.000104
42,779.581,0.09132,0.25174,0.88919,0.56238,0.7898,0.68277,0.68237,0.14294,1.83213,0.37973,9.41e-05,9.41e-05,9.41e-05
43,797.478,0.08989,0.24212,0.89625,0.56502,0.77443,0.67028,0.66979,0.13412,1.90672,0.37242,8.42e-05,8.42e-05,8.42e-05
44,815.909,0.08542,0.23138,0.87219,0.62399,0.67109,0.66028,0.66028,0.13948,1.81129,0.37591,7.43e-05,7.43e-05,7.43e-05
45,835.024,0.08457,0.24943,0.89033,0.59232,0.74762,0.67286,0.67286,0.12628,1.82524,0.36947,6.44e-05,6.44e-05,6.44e-05
46,854.286,0.08642,0.29085,0.87502,0.60413,0.73798,0.69112,0.69112,0.12522,1.91753,0.36636,5.45e-05,5.45e-05,5.45e-05
47,871.725,0.08312,0.22051,0.8892,0.61395,0.74717,0.69803,0.69803,0.13023,1.74882,0.36808,4.46e-05,4.46e-05,4.46e-05
48,890.126,0.0838,0.21763,0.88877,0.68087,0.63984,0.71093,0.71093,0.12707,1.64486,0.36704,3.47e-05,3.47e-05,3.47e-05
49,907.586,0.08287,0.20048,0.87856,0.69914,0.64805,0.72598,0.72598,0.13028,1.61637,0.36977,2.48e-05,2.48e-05,2.48e-05
50,926.51,0.07977,0.19489,0.87985,0.69743,0.63994,0.72814,0.72744,0.12903,1.61353,0.36696,1.49e-05,1.49e-05,1.49e-05
