epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
18,304.924,0.16307,1.24649,0.90591,0.37958,0.76765,0.57093,0.528,0.31754,1.12219,0.50522,0.0013268,0.0013268,0.0013268
19,324.012,0.16688,1.23173,0.92323,0.34105,0.79405,0.49024,0.47126,0.28676,1.32179,0.47836,0.0012872,0.0012872,0.0012872
20,341.269,0.17448,1.24072,0.91584,0.35838,0.79461,0.56162,0.5399,0.26909,1.13436,0.46372,0.0012476,0.0012476,0.0012476
21,359.181,0.14906,1.18118,0.89961,0.37034,0.76359,0.58988,0.58591,0.18762,1.16616,0.37256,0.001208,0.001208,0.001208
22,376.66,0.14583,1.20294,0.90243,0.42103,0.71294,0.51989,0.50842,0.24212,1.16276,0.43499,0.0011684,0.0011684,0.0011684
23,393.288,0.14177,1.20637,0.897,0.43375,0.82228,0.56629,0.5517,0.23941,1.17505,0.4269,0.0011288,0.0011288,0.0011288
24,409.607,0.13634,1.18164,0.89728,0.37798,0.7662,0.54993,0.53409,0.20736,1.16336,0.38031,0.0010892,0.0010892,0.0010892
25,426.477,0.14675,1.18791,0.90576,0.4393,0.8007,0.5864,0.57288,0.18278,1.12051,0.37439,0.0010496,0.0010496,0.0010496
26,442.145,0.13449,1.1669,0.89929,0.45086,0.74028,0.58477,0.55346,0.18959,1.06043,0.36021,0.00101,0.00101,0.00101
27,457.888,0.12411,1.16483,0.90136,0.39839,0.86973,0.55724,0.54168,0.27594,1.22908,0.4672,0.0009704,0.0009704,0.0009704
28,474.04,0.12339,1.15272,0.89874,0.41154,0.71944,0.57136,0.54208,0.22236,1.09499,0.42334,0.0009308,0.0009308,0.0009308
29,490.705,0.11864,1.13465,0.88466,0.42841,0.76901,0.55876,0.53547,0.18016,1.18275,0.38572,0.0008912,0.0008912,0.0008912
30,507.453,0.12065,1.14272,0.88277,0.38803,0.60501,0.50572,0.48657,0.23914,1.32491,0.44082,0.0008516,0.0008516,0.0008516
31,523.314,0.10463,1.10022,0.88578,0.37776,0.74304,0.55024,0.53212,0.20759,1.13927,0.39862,0.000812,0.000812,0.000812
32,539.364,0.10504,1.11736,0.89475,0.3374,0.82355,0.48832,0.48711,0.20727,1.11859,0.43535,0.0007724,0.0007724,0.0007724
33,555.721,0.11133,1.09879,0.89404,0.40787,0.87052,0.52689,0.52445,0.15378,1.14797,0.34857,0.0007328,0.0007328,0.0007328
34,572.706,0.10177,1.08168,0.8793,0.37978,0.7037,0.53686,0.52848,0.16049,1.16079,0.36844,0.0006932,0.0006932,0.0006932
35,589.621,0.10019,1.07893,0.88703,0.4516,0.813,0.64357,0.62933,0.13188,1.03587,0.34352,0.0006536,0.0006536,0.0006536
36,609.661,0.09932,1.06325,0.88718,0.40355,0.85103,0.57608,0.57321,0.14858,1.12539,0.34459,0.000614,0.000614,0.000614
37,626.457,0.09955,1.06395,0.88618,0.37519,0.75497,0.58302,0.57452,0.17591,1.07694,0.37146,0.0005744,0.0005744,0.0005744
38,642.291,0.08734,1.07506,0.88561,0.46553,0.73621,0.62001,0.61267,0.16048,1.03113,0.36962,0.0005348,0.0005348,0.0005348
39,658.576,0.09346,1.06119,0.88616,0.4391,0.88827,0.64822,0.63678,0.16245,0.98655,0.37304,0.0004952,0.0004952,0.0004952
40,676.385,0.0876,1.02843,0.88502,0.48543,0.67668,0.62061,0.61553,0.14466,1.00185,0.3455,0.0004556,0.0004556,0.0004556
41,695.998,0.10895,1.23547,0.91162,0.47938,0.7242,0.59946,0.59648,0.12814,1.04822,0.32473,0.000416,0.000416,0.000416
42,712.956,0.08735,0.97364,0.88131,0.43306,0.86891,0.57447,0.56979,0.16279,1.11444,0.35291,0.0003764,0.0003764,0.0003764
43,728.109,0.07831,0.96199,0.86874,0.44923,0.83576,0.57584,0.57217,0.13926,1.06108,0.3349,0.0003368,0.0003368,0.0003368
44,743.244,0.07381,0.88812,0.86371,0.43728,0.73504,0.54459,0.54459,0.13966,1.10602,0.33055,0.0002972,0.0002972,0.0002972
45,759.113,0.06281,0.87536,0.85916,0.41651,0.76005,0.63784,0.63784,0.12668,1.02401,0.32116,0.0002576,0.0002576,0.0002576
46,777.261,0.06122,0.84915,0.86129,0.41529,0.76574,0.60183,0.60183,0.12447,1.08568,0.3189,0.000218,0.000218,0.000218
47,792.505,0.05908,0.80321,0.86339,0.46222,0.68611,0.56325,0.55882,0.12021,1.06196,0.31866,0.0001784,0.0001784,0.0001784
48,808.364,0.05847,0.84162,0.86333,0.54586,0.6107,0.62661,0.62559,0.12073,0.97608,0.31559,0.0001388,0.0001388,0.0001388
49,824.106,0.05168,0.84847,0.84786,0.56662,0.6709,0.61745,0.61745,0.1034,0.97178,0.30557,9.92e-05,9.92e-05,9.92e-05
50,839.809,0.04984,0.76369,0.85467,0.64199,0.61901,0.6479,0.6479,0.10882,0.96318,0.3084,5.96e-05,5.96e-05,5.96e-05
