epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
27,559.329,0.10956,0.28954,0.89782,0.58541,0.73786,0.65339,0.6475,0.21987,1.2216,0.62573,0.0002426,0.0002426,0.0002426
28,578.885,0.10847,0.33554,0.89801,0.6101,0.7986,0.70263,0.69734,0.22846,1.15415,0.62739,0.0002327,0.0002327,0.0002327
29,599.209,0.10834,0.34063,0.90757,0.51787,0.79536,0.67967,0.67873,0.20054,1.30145,0.61785,0.0002228,0.0002228,0.0002228
30,620.171,0.10858,0.32357,0.91594,0.60774,0.59838,0.69199,0.68649,0.21181,1.2998,0.62538,0.0002129,0.0002129,0.0002129
31,639.887,0.1112,0.28569,0.9096,0.63706,0.68252,0.69262,0.68788,0.20879,1.21737,0.62361,0.000203,0.000203,0.000203
32,660.406,0.10348,0.25405,0.9014,0.58207,0.75183,0.64809,0.64456,0.18909,1.3435,0.61425,0.0001931,0.0001931,0.0001931
33,681.088,0.10789,0.28238,0.92609,0.59009,0.65266,0.62965,0.62777,0.16976,1.45216,0.59275,0.0001832,0.0001832,0.0001832
34,701.108,0.10983,0.28083,0.91564,0.61965,0.63693,0.66129,0.66085,0.19294,1.36419,0.60388,0.0001733,0.0001733,0.0001733
35,720.976,0.10901,0.2836,0.89912,0.65922,0.68514,0.69699,0.69632,0.19862,1.24273,0.60519,0.0001634,0.0001634,0.0001634
36,741.872,0.09872,0.24202,0.89553,0.59105,0.68721,0.65173,0.64738,0.20202,1.37196,0.60865,0.0001535,0.0001535,0.0001535
37,762.011,0.10332,0.26098,0.89541,0.53786,0.72287,0.67098,0.66997,0.18838,1.41262,0.59131,0.0001436,0.0001436,0.0001436
38,781.747,0.09547,0.25194,0.89771,0.51635,0.7029,0.64864,0.64607,0.19984,1.515,0.61352,0.0001337,0.0001337,0.0001337
39,802.311,0.09512,0.24392,0.89291,0.60942,0.56732,0.66746,0.66225,0.21091,1.46815,0.64603,0.0001238,0.0001238,0.0001238
40,821.707,0.09795,0.20354,0.90289,0.48928,0.75131,0.64552,0.64145,0.22156,1.57501,0.65945,0.0001139,0.0001139,0.0001139
41,847.049,0.09044,0.24104,0.92057,0.57283,0.68882,0.61272,0.609,0.20748,1.4977,0.64323,0.000104,0.000104,0.000104
42,867.301,0.09199,0.2609,0.90381,0.59333,0.62734,0.66235,0.65747,0.20699,1.48495,0.61709,9.41e-05,9.41e-05,9.41e-05
43,887.792,0.09363,0.23688,0.90196,0.57934,0.64766,0.63861,0.6339,0.20401,1.55399,0.62485,8.42e-05,8.42e-05,8.42e-05
44,908.653,0.09199,0.19483,0.88845,0.57568,0.70059,0.66931,0.66517,0.20467,1.50407,0.62234,7.43e-05,7.43e-05,7.43e-05
45,928.569,0.08928,0.23182,0.89718,0.61563,0.64303,0.67912,0.67806,0.19701,1.41294,0.61574,6.44e-05,6.44e-05,6.44e-05
46,949.313,0.08719,0.22899,0.90731,0.5477,0.74735,0.68503,0.68147,0.19146,1.39582,0.60612,5.45e-05,5.45e-05,5.45e-05
47,970.029,0.08722,0.18395,0.90768,0.67243,0.61859,0.69707,0.69707,0.17861,1.29695,0.58523,4.46e-05,4.46e-05,4.46e-05
48,990.391,0.08603,0.19768,0.9065,0.67914,0.6075,0.70934,0.70887,0.18159,1.30014,0.5935,3.47e-05,3.47e-05,3.47e-05
49,1011.22,0.08433,0.18747,0.89568,0.67483,0.60139,0.7097,0.7097,0.18532,1.29549,0.59695,2.48e-05,2.48e-05,2.48e-05
50,1031.84,0.0821,0.18822,0.90214,0.68163,0.59337,0.70665,0.706,0.1876,1.29467,0.59979,1.49e-05,1.49e-05,1.49e-05
