epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
25,506.488,0.07419,0.71643,0.89913,0.58024,0.67379,0.63236,0.61517,0.17819,1.08952,0.5027,0.0002624,0.0002624,0.0002624
26,524.88,0.07462,0.71611,0.8838,0.66483,0.76207,0.71304,0.70046,0.14265,0.93214,0.4682,0.0002525,0.0002525,0.0002525
27,543.818,0.07092,0.70268,0.88271,0.50721,0.79534,0.7007,0.68828,0.1398,1.12859,0.44942,0.0002426,0.0002426,0.0002426
28,562.828,0.06801,0.7044,0.88839,0.6341,0.74968,0.66905,0.66352,0.14663,1.09913,0.4422,0.0002327,0.0002327,0.0002327
29,581.689,0.06727,0.68765,0.88342,0.62492,0.61566,0.69119,0.68138,0.14329,1.00703,0.44845,0.0002228,0.0002228,0.0002228
30,599.61,0.06986,0.71776,0.8876,0.50945,0.64118,0.6023,0.59159,0.19061,1.25098,0.51168,0.0002129,0.0002129,0.0002129
31,617.982,0.06317,0.64738,0.87589,0.54432,0.66126,0.61472,0.60679,0.21381,1.29066,0.50291,0.000203,0.000203,0.000203
32,637.608,0.06063,0.6646,0.87912,0.54137,0.73328,0.66535,0.64989,0.17607,1.14475,0.4681,0.0001931,0.0001931,0.0001931
33,657.186,0.06989,0.65173,0.89431,0.57459,0.72101,0.69555,0.68584,0.16275,1.11365,0.45284,0.0001832,0.0001832,0.0001832
34,675.184,0.06183,0.638,0.87715,0.58255,0.7649,0.67334,0.66728,0.15817,1.15246,0.45737,0.0001733,0.0001733,0.0001733
35,693.093,0.0642,0.67883,0.88025,0.68691,0.64479,0.69416,0.68567,0.15867,1.12516,0.45791,0.0001634,0.0001634,0.0001634
36,711.171,0.0584,0.61507,0.87346,0.67087,0.62987,0.7232,0.70235,0.15091,1.02384,0.44238,0.0001535,0.0001535,0.0001535
37,731.267,0.0621,0.67304,0.8772,0.60258,0.79503,0.75921,0.74798,0.15072,0.97582,0.44085,0.0001436,0.0001436,0.0001436
38,750.844,0.05834,0.63384,0.8812,0.74795,0.70617,0.75541,0.75541,0.12605,0.93946,0.39852,0.0001337,0.0001337,0.0001337
39,770.581,0.05998,0.67807,0.88412,0.66155,0.75078,0.72736,0.72736,0.12345,0.91471,0.39737,0.0001238,0.0001238,0.0001238
40,789.449,0.05788,0.62701,0.88186,0.5954,0.73268,0.69771,0.68724,0.12989,0.92815,0.40611,0.0001139,0.0001139,0.0001139
41,811.588,0.11552,0.73686,0.93343,0.55638,0.77681,0.62986,0.62268,0.1365,1.18277,0.43269,0.000104,0.000104,0.000104
42,830.195,0.09186,0.55266,0.89614,0.54588,0.71956,0.63432,0.62456,0.12981,1.32861,0.41853,9.41e-05,9.41e-05,9.41e-05
43,847.588,0.08705,0.47381,0.89714,0.59982,0.69499,0.66294,0.6504,0.13012,1.25077,0.40689,8.42e-05,8.42e-05,8.42e-05
44,866.126,0.07634,0.39332,0.87536,0.61566,0.66941,0.67949,0.66496,0.13838,1.20213,0.4209,7.43e-05,7.43e-05,7.43e-05
45,885.577,0.07075,0.43722,0.88598,0.60846,0.70635,0.65825,0.64299,0.13858,1.19093,0.41872,6.44e-05,6.44e-05,6.44e-05
46,903.416,0.06526,0.43952,0.88471,0.59442,0.62501,0.65411,0.64352,0.13594,1.18408,0.40876,5.45e-05,5.45e-05,5.45e-05
47,920.868,0.06627,0.38632,0.88845,0.62188,0.63941,0.67017,0.66148,0.1338,1.11565,0.40982,4.46e-05,4.46e-05,4.46e-05
48,939.483,0.06484,0.42441,0.87689,0.61564,0.63495,0.659,0.65468,0.12091,1.11019,0.3966,3.47e-05,3.47e-05,3.47e-05
49,957.478,0.06262,0.40259,0.87498,0.63046,0.61358,0.65968,0.65807,0.12027,1.13276,0.39526,2.48e-05,2.48e-05,2.48e-05
50,976.296,0.05807,0.39824,0.87725,0.62445,0.65314,0.66603,0.66447,0.1187,1.14335,0.39103,1.49e-05,1.49e-05,1.49e-05
